geo,add_formal_time,nrg_cons,I_TAX,X_TAX,X_VAT,energy,taxes,vat,total
AT,2015-01-01,KWH5000-14999,0.178,0.1132,0.1483,0.1132,0.03509999999999999,0.029700000000000004,0.178
AT,2015-01-01,KWH_GE15000,0.1518,0.0976,0.1265,0.0976,0.028899999999999995,0.02529999999999999,0.1518
AT,2015-01-01,KWH_LT1000,0.355,0.2064,0.2958,0.2064,0.08940000000000001,0.059199999999999975,0.355
AT,2015-07-01,KWH1000-2499,0.2393,0.1442,0.1995,0.1442,0.055300000000000016,0.0398,0.2393
AT,2015-07-01,KWH2500-4999,0.1983,0.1239,0.1652,0.1239,0.04130000000000002,0.03309999999999999,0.1983
AT,2015-07-01,KWH5000-14999,0.1753,0.111,0.1461,0.111,0.035100000000000006,0.029200000000000004,0.1753
AT,2015-07-01,KWH_GE15000,0.1491,0.0954,0.1242,0.0954,0.028800000000000006,0.024900000000000005,0.1491
AT,2015-07-01,KWH_LT1000,0.3527,0.2042,0.2939,0.2042,0.0897,0.05880000000000002,0.3527
AT,2016-01-01,KWH1000-2499,0.2479,0.1463,0.2066,0.1463,0.06029999999999999,0.0413,0.2479
AT,2016-01-01,KWH2500-4999,0.2034,0.1242,0.1695,0.1242,0.04530000000000001,0.033899999999999986,0.2034
AT,2016-01-01,KWH5000-14999,0.1792,0.1107,0.1493,0.1107,0.03859999999999998,0.02990000000000001,0.1792
AT,2016-01-01,KWH_GE15000,0.1517,0.0946,0.1264,0.0946,0.03180000000000001,0.02529999999999999,0.1517
AT,2016-01-01,KWH_LT1000,0.3695,0.2104,0.3079,0.2104,0.0975,0.06159999999999999,0.3695
AT,2016-07-01,KWH1000-2499,0.2453,0.1442,0.2044,0.1442,0.060200000000000004,0.04089999999999999,0.2453
AT,2016-07-01,KWH2500-4999,0.201,0.1222,0.1675,0.1222,0.04530000000000001,0.0335,0.201
AT,2016-07-01,KWH5000-14999,0.1766,0.1086,0.1472,0.1086,0.038599999999999995,0.02940000000000001,0.1766
AT,2016-07-01,KWH_GE15000,0.1491,0.0925,0.1242,0.0925,0.031700000000000006,0.024900000000000005,0.1491
AT,2016-07-01,KWH_LT1000,0.3685,0.2098,0.3071,0.2098,0.0973,0.06140000000000001,0.3685
AT,2017-01-01,KWH1000-2499,0.2428,0.1454,0.2023,0.1454,0.056900000000000006,0.04049999999999998,0.2428
AT,2017-01-01,KWH2500-4999,0.195,0.1221,0.1625,0.1221,0.040400000000000005,0.0325,0.195
AT,2017-01-01,KWH5000-14999,0.1711,0.1093,0.1425,0.1093,0.03319999999999999,0.028600000000000014,0.1711
AT,2017-01-01,KWH_GE15000,0.1561,0.1007,0.13,0.1007,0.029300000000000007,0.026099999999999984,0.1561
AT,2017-01-01,KWH_LT1000,0.3699,0.2134,0.3083,0.2134,0.09490000000000001,0.06159999999999999,0.3699
AT,2017-07-01,KWH1000-2499,0.2337,0.1391,0.1948,0.1391,0.0557,0.03889999999999999,0.2337
AT,2017-07-01,KWH2500-4999,0.1978,0.1218,0.1649,0.1218,0.043099999999999986,0.03290000000000001,0.1978
AT,2017-07-01,KWH5000-14999,0.174,0.1094,0.145,0.1094,0.03559999999999999,0.028999999999999998,0.174
AT,2017-07-01,KWH_GE15000,0.1577,0.0998,0.1315,0.0998,0.031700000000000006,0.0262,0.1577
AT,2017-07-01,KWH_LT1000,0.373,0.2061,0.3108,0.2061,0.10470000000000002,0.06219999999999998,0.373
AT,2018-01-01,KWH1000-2499,0.232,0.1407,0.1933,0.1407,0.05260000000000001,0.03870000000000001,0.232
AT,2018-01-01,KWH2500-4999,0.1966,0.1232,0.1638,0.1232,0.0406,0.032799999999999996,0.1966
AT,2018-01-01,KWH5000-14999,0.1721,0.1097,0.1434,0.1097,0.033699999999999994,0.028700000000000003,0.1721
AT,2018-01-01,KWH_GE15000,0.1542,0.0985,0.1284,0.0985,0.029899999999999982,0.025800000000000017,0.1542
AT,2018-01-01,KWH_LT1000,0.3652,0.2105,0.3043,0.2105,0.09380000000000002,0.06090000000000001,0.3652
AT,2018-07-01,KWH1000-2499,0.2411,0.1472,0.2009,0.1472,0.0537,0.040200000000000014,0.2411
AT,2018-07-01,KWH2500-4999,0.2012,0.1265,0.1676,0.1265,0.0411,0.03359999999999999,0.2012
AT,2018-07-01,KWH5000-14999,0.1768,0.1133,0.1474,0.1133,0.034100000000000005,0.02940000000000001,0.1768
AT,2018-07-01,KWH_GE15000,0.1602,0.1031,0.1335,0.1031,0.03040000000000001,0.0267,0.1602
AT,2018-07-01,KWH_LT1000,0.3573,0.2098,0.2978,0.2098,0.08800000000000002,0.0595,0.3573
AT,2019-01-01,KWH1000-2499,0.2426,0.1528,0.2022,0.1528,0.0494,0.04040000000000002,0.2426
AT,2019-01-01,KWH2500-4999,0.2034,0.1316,0.1695,0.1316,0.03790000000000002,0.033899999999999986,0.2034
AT,2019-01-01,KWH5000-14999,0.1784,0.1174,0.1487,0.1174,0.031299999999999994,0.029700000000000004,0.1784
AT,2019-01-01,KWH_GE15000,0.1589,0.105,0.1324,0.105,0.027399999999999994,0.026500000000000024,0.1589
AT,2019-01-01,KWH_LT1000,0.3796,0.2259,0.3164,0.2259,0.09050000000000002,0.06319999999999998,0.3796
AT,2019-07-01,KWH1000-2499,0.2453,0.1554,0.2044,0.1554,0.04899999999999999,0.04089999999999999,0.2453
AT,2019-07-01,KWH2500-4999,0.2074,0.1349,0.1728,0.1349,0.03790000000000002,0.03459999999999999,0.2074
AT,2019-07-01,KWH5000-14999,0.1832,0.1211,0.1527,0.1211,0.0316,0.0305,0.1832
AT,2019-07-01,KWH_GE15000,0.1617,0.1072,0.1348,0.1072,0.0276,0.026900000000000007,0.1617
AT,2019-07-01,KWH_LT1000,0.3847,0.2304,0.3206,0.2304,0.0902,0.06409999999999999,0.3847
AT,2020-01-01,KWH1000-2499,0.2511,0.1571,0.2093,0.1571,0.052200000000000024,0.041799999999999976,0.2511
AT,2020-01-01,KWH2500-4999,0.2111,0.1358,0.1759,0.1358,0.0401,0.03520000000000001,0.2111
AT,2020-01-01,KWH5000-14999,0.1858,0.1214,0.1548,0.1214,0.0334,0.031,0.1858
AT,2020-01-01,KWH_GE15000,0.1683,0.1099,0.1403,0.1099,0.03040000000000001,0.027999999999999997,0.1683
AT,2020-01-01,KWH_LT1000,0.4074,0.2413,0.3395,0.2413,0.09820000000000004,0.06789999999999996,0.4074
AT,2020-07-01,KWH1000-2499,0.2567,0.1595,0.2139,0.1595,0.054400000000000004,0.04279999999999998,0.2567
AT,2020-07-01,KWH2500-4999,0.2167,0.1384,0.1806,0.1384,0.042200000000000015,0.03609999999999999,0.2167
AT,2020-07-01,KWH5000-14999,0.1915,0.1243,0.1596,0.1243,0.0353,0.03190000000000001,0.1915
AT,2020-07-01,KWH_GE15000,0.1726,0.1122,0.144,0.1122,0.031799999999999995,0.028600000000000014,0.1726
AT,2020-07-01,KWH_LT1000,0.4037,0.2376,0.3365,0.2376,0.09890000000000002,0.06719999999999998,0.4037
AT,2021-01-01,KWH1000-2499,0.265,0.1611,0.2209,0.1611,0.05980000000000002,0.0441,0.265
AT,2021-01-01,KWH2500-4999,0.2216,0.1394,0.1846,0.1394,0.04519999999999999,0.037000000000000005,0.2216
AT,2021-01-01,KWH5000-14999,0.1944,0.1248,0.162,0.1248,0.03720000000000001,0.032399999999999984,0.1944
AT,2021-01-01,KWH_GE15000,0.1746,0.112,0.1455,0.112,0.03349999999999999,0.029100000000000015,0.1746
AT,2021-01-01,KWH_LT1000,0.4387,0.25,0.3656,0.25,0.11559999999999998,0.0731,0.4387
AT,2021-07-01,KWH1000-2499,0.2787,0.1701,0.2323,0.1701,0.062200000000000005,0.0464,0.2787
AT,2021-07-01,KWH2500-4999,0.2285,0.1448,0.1904,0.1448,0.0456,0.038099999999999995,0.2285
AT,2021-07-01,KWH5000-14999,0.2001,0.1294,0.1667,0.1294,0.0373,0.03340000000000001,0.2001
AT,2021-07-01,KWH_GE15000,0.1782,0.1154,0.1487,0.1154,0.033299999999999996,0.0295,0.1782
AT,2021-07-01,KWH_LT1000,0.4545,0.264,0.3787,0.264,0.11469999999999997,0.07580000000000003,0.4545
AT,2021-07-01,TOT_KWH,0.2252,0.1424,0.1876,0.1424,0.04519999999999999,0.03760000000000002,0.2252
AT,2022-01-01,KWH1000-2499,0.2616,0.1787,0.2182,0.1787,0.03950000000000001,0.043399999999999994,0.2616
AT,2022-01-01,KWH2500-4999,0.2249,0.1579,0.1874,0.1579,0.0295,0.03749999999999998,0.2249
AT,2022-01-01,KWH5000-14999,0.1998,0.1433,0.1665,0.1433,0.0232,0.033299999999999996,0.1998
AT,2022-01-01,KWH_GE15000,0.185,0.1331,0.1542,0.1331,0.021100000000000008,0.030799999999999994,0.185
AT,2022-01-01,KWH_LT1000,0.3748,0.246,0.313,0.246,0.067,0.06180000000000002,0.3748
AT,2022-01-01,TOT_KWH,0.22,0.1548,0.1834,0.1548,0.028600000000000014,0.036599999999999994,0.22
AT,2022-07-01,KWH1000-2499,0.2614,0.236,0.2178,0.236,-0.018199999999999994,0.04360000000000003,0.2614
AT,2022-07-01,KWH2500-4999,0.237,0.209,0.1975,0.209,-0.011499999999999982,0.03949999999999998,0.237
AT,2022-07-01,KWH5000-14999,0.2228,0.1896,0.1857,0.1896,-0.003899999999999987,0.037099999999999994,0.2228
AT,2022-07-01,KWH_GE15000,0.2196,0.1756,0.183,0.1756,0.00739999999999999,0.036599999999999994,0.2196
AT,2022-07-01,KWH_LT1000,0.364,0.3287,0.3033,0.3287,-0.025399999999999978,0.060699999999999976,0.364
AT,2022-07-01,TOT_KWH,0.2356,0.2036,0.1963,0.2036,-0.007300000000000001,0.0393,0.2356
AT,2023-01-01,KWH1000-2499,0.2988,0.3014,0.249,0.3014,-0.0524,0.04980000000000001,0.2988
AT,2023-01-01,KWH2500-4999,0.2653,0.2691,0.2211,0.2691,-0.048000000000000015,0.04419999999999999,0.2653
AT,2023-01-01,KWH5000-14999,0.2609,0.2505,0.2174,0.2505,-0.03309999999999999,0.04350000000000001,0.2609
AT,2023-01-01,KWH_GE15000,0.266,0.2406,0.2216,0.2406,-0.019000000000000017,0.04440000000000002,0.266
AT,2023-01-01,KWH_LT1000,0.4113,0.4012,0.3428,0.4012,-0.05840000000000001,0.0685,0.4113
AT,2023-01-01,TOT_KWH,0.272,0.2658,0.2267,0.2658,-0.03909999999999997,0.04530000000000001,0.272
AT,2023-07-01,KWH1000-2499,0.3055,0.3308,0.2545,0.3308,-0.07629999999999998,0.05099999999999999,0.3055
AT,2023-07-01,KWH2500-4999,0.2748,0.299,0.229,0.299,-0.06999999999999998,0.04579999999999998,0.2748
AT,2023-07-01,KWH5000-14999,0.2808,0.2767,0.234,0.2767,-0.04269999999999999,0.04679999999999998,0.2808
AT,2023-07-01,KWH_GE15000,0.2949,0.2636,0.2457,0.2636,-0.0179,0.049199999999999994,0.2949
AT,2023-07-01,KWH_LT1000,0.423,0.4248,0.3525,0.4248,-0.07230000000000003,0.07050000000000001,0.423
AT,2023-07-01,TOT_KWH,0.2885,0.2942,0.2404,0.2942,-0.053800000000000014,0.048099999999999976,0.2885
AT,2024-01-01,KWH1000-2499,0.3011,0.3285,0.2509,0.3285,-0.0776,0.05019999999999997,0.3011
AT,2024-01-01,KWH2500-4999,0.2731,0.2946,0.2276,0.2946,-0.06699999999999998,0.04550000000000001,0.2731
AT,2024-01-01,KWH5000-14999,0.2785,0.2715,0.232,0.2715,-0.03950000000000001,0.046500000000000014,0.2785
AT,2024-01-01,KWH_GE15000,0.2854,0.2566,0.2378,0.2566,-0.018799999999999983,0.047599999999999976,0.2854
AT,2024-01-01,KWH_LT1000,0.3998,0.4184,0.3332,0.4184,-0.0852,0.06659999999999999,0.3998
AT,2024-01-01,TOT_KWH,0.2846,0.2895,0.2372,0.2895,-0.052299999999999985,0.047400000000000025,0.2846
AT,2024-07-01,KWH1000-2499,0.2631,0.2943,0.2192,0.2943,-0.0751,0.043899999999999995,0.2631
AT,2024-07-01,KWH2500-4999,0.2437,0.2678,0.2031,0.2678,-0.06469999999999998,0.0406,0.2437
AT,2024-07-01,KWH5000-14999,0.2568,0.2496,0.214,0.2496,-0.03559999999999999,0.04279999999999998,0.2568
AT,2024-07-01,KWH_GE15000,0.2596,0.2348,0.2164,0.2348,-0.0184,0.04319999999999999,0.2596
AT,2024-07-01,KWH_LT1000,0.3575,0.3755,0.2979,0.3755,-0.0776,0.059599999999999986,0.3575
AT,2024-07-01,TOT_KWH,0.2578,0.266,0.2149,0.266,-0.051100000000000007,0.042899999999999966,0.2578
BE,2008-01-01,KWH1000-2499,0.2172,0.1663,0.1795,0.1663,0.01319999999999999,0.03770000000000001,0.2172
BE,2008-01-01,KWH2500-4999,0.1972,0.15,0.163,0.15,0.013000000000000012,0.03419999999999998,0.1972
BE,2008-01-01,KWH5000-14999,0.1768,0.133,0.1461,0.133,0.0131,0.030700000000000005,0.1768
BE,2008-01-01,KWH_GE15000,0.1592,0.1181,0.1317,0.1181,0.013600000000000015,0.027499999999999997,0.1592
BE,2008-01-01,KWH_LT1000,0.2785,0.2153,0.2302,0.2153,0.014899999999999997,0.04830000000000004,0.2785
BE,2008-07-01,KWH1000-2499,0.2467,0.1879,0.2039,0.1879,0.015999999999999986,0.042800000000000005,0.2467
BE,2008-07-01,KWH2500-4999,0.2152,0.1619,0.1779,0.1619,0.016000000000000014,0.0373,0.2152
BE,2008-07-01,KWH5000-14999,0.1945,0.1448,0.1608,0.1448,0.015999999999999986,0.03370000000000001,0.1945
BE,2008-07-01,KWH_GE15000,0.1746,0.1284,0.1444,0.1284,0.016000000000000014,0.030200000000000005,0.1746
BE,2008-07-01,KWH_LT1000,0.3593,0.2809,0.297,0.2809,0.016100000000000003,0.06230000000000002,0.3593
BE,2009-01-01,KWH1000-2499,0.2156,0.1629,0.1782,0.1629,0.015300000000000008,0.03740000000000002,0.2156
BE,2009-01-01,KWH2500-4999,0.1916,0.1431,0.1584,0.1431,0.015300000000000008,0.03319999999999998,0.1916
BE,2009-01-01,KWH5000-14999,0.1702,0.1255,0.1407,0.1255,0.015199999999999991,0.0295,0.1702
BE,2009-01-01,KWH_GE15000,0.1459,0.1055,0.1205,0.1055,0.015,0.025400000000000006,0.1459
BE,2009-01-01,KWH_LT1000,0.2628,0.2024,0.2172,0.2024,0.014800000000000008,0.045599999999999974,0.2628
BE,2009-07-01,KWH1000-2499,0.2088,0.1576,0.1726,0.1576,0.015000000000000013,0.03620000000000001,0.2088
BE,2009-07-01,KWH2500-4999,0.1864,0.139,0.154,0.139,0.014999999999999986,0.03240000000000001,0.1864
BE,2009-07-01,KWH5000-14999,0.1645,0.121,0.1359,0.121,0.014899999999999997,0.028600000000000014,0.1645
BE,2009-07-01,KWH_GE15000,0.1365,0.0982,0.1128,0.0982,0.014600000000000002,0.023700000000000013,0.1365
BE,2009-07-01,KWH_LT1000,0.278,0.2134,0.2297,0.2134,0.01629999999999998,0.04830000000000004,0.278
BE,2010-01-01,KWH1000-2499,0.2207,0.1653,0.1823,0.1653,0.016999999999999987,0.03840000000000002,0.2207
BE,2010-01-01,KWH2500-4999,0.1959,0.1449,0.1619,0.1449,0.016999999999999987,0.034,0.1959
BE,2010-01-01,KWH5000-14999,0.1732,0.1261,0.1431,0.1261,0.017000000000000015,0.030099999999999988,0.1732
BE,2010-01-01,KWH_GE15000,0.1447,0.1025,0.1196,0.1025,0.017100000000000004,0.025099999999999997,0.1447
BE,2010-01-01,KWH_LT1000,0.293,0.2241,0.2421,0.2241,0.018000000000000016,0.05089999999999997,0.293
BE,2010-07-01,KWH1000-2499,0.2194,0.1641,0.1813,0.1641,0.017199999999999993,0.03810000000000002,0.2194
BE,2010-07-01,KWH2500-4999,0.1974,0.146,0.1631,0.146,0.017100000000000004,0.0343,0.1974
BE,2010-07-01,KWH5000-14999,0.1765,0.1287,0.1459,0.1287,0.017199999999999993,0.03059999999999999,0.1765
BE,2010-07-01,KWH_GE15000,0.1509,0.1075,0.1247,0.1075,0.017200000000000007,0.0262,0.1509
BE,2010-07-01,KWH_LT1000,0.2852,0.2176,0.2356,0.2176,0.018000000000000016,0.049600000000000005,0.2852
BE,2011-01-01,KWH1000-2499,0.2369,0.1765,0.1958,0.1765,0.01930000000000001,0.0411,0.2369
BE,2011-01-01,KWH2500-4999,0.2136,0.1572,0.1765,0.1572,0.019299999999999984,0.03710000000000002,0.2136
BE,2011-01-01,KWH5000-14999,0.1928,0.1399,0.1594,0.1399,0.01949999999999999,0.03340000000000001,0.1928
BE,2011-01-01,KWH_GE15000,0.1666,0.1181,0.1377,0.1181,0.019599999999999992,0.02890000000000001,0.1666
BE,2011-01-01,KWH_LT1000,0.3034,0.2304,0.2507,0.2304,0.020299999999999985,0.052700000000000025,0.3034
BE,2011-07-01,KWH1000-2499,0.2366,0.1805,0.1965,0.1805,0.016000000000000014,0.0401,0.2366
BE,2011-07-01,KWH2500-4999,0.2119,0.1595,0.176,0.1595,0.016499999999999987,0.035900000000000015,0.2119
BE,2011-07-01,KWH5000-14999,0.1872,0.1387,0.1552,0.1387,0.016500000000000015,0.032,0.1872
BE,2011-07-01,KWH_GE15000,0.1582,0.1151,0.131,0.1151,0.01590000000000001,0.027200000000000002,0.1582
BE,2011-07-01,KWH_LT1000,0.2965,0.2285,0.2457,0.2285,0.017199999999999993,0.050799999999999984,0.2965
BE,2012-01-01,KWH1000-2499,0.2327,0.1756,0.1924,0.1756,0.01679999999999998,0.0403,0.2327
BE,2012-01-01,KWH2500-4999,0.2327,0.159,0.1924,0.159,0.033399999999999985,0.0403,0.2327
BE,2012-01-01,KWH5000-14999,0.1934,0.1428,0.1599,0.1428,0.017099999999999976,0.0335,0.1934
BE,2012-01-01,KWH_GE15000,0.1835,0.1232,0.1517,0.1232,0.028499999999999998,0.031799999999999995,0.1835
BE,2012-01-01,KWH_LT1000,0.2921,0.225,0.2413,0.225,0.01629999999999998,0.05080000000000004,0.2921
BE,2012-07-01,KWH1000-2499,0.2436,0.1863,0.2013,0.1863,0.015000000000000013,0.042300000000000004,0.2436
BE,2012-07-01,KWH2500-4999,0.2223,0.1684,0.1838,0.1684,0.015399999999999997,0.038500000000000006,0.2223
BE,2012-07-01,KWH5000-14999,0.1955,0.1457,0.1615,0.1457,0.01580000000000001,0.034,0.1955
BE,2012-07-01,KWH_GE15000,0.1619,0.1201,0.1337,0.1201,0.013600000000000015,0.028199999999999975,0.1619
BE,2012-07-01,KWH_LT1000,0.3102,0.239,0.2564,0.239,0.017400000000000027,0.05379999999999996,0.3102
BE,2013-01-01,KWH1000-2499,0.2343,0.1742,0.1921,0.1742,0.0179,0.042200000000000015,0.2343
BE,2013-01-01,KWH2500-4999,0.2173,0.1583,0.1783,0.1583,0.01999999999999999,0.03900000000000001,0.2173
BE,2013-01-01,KWH5000-14999,0.1977,0.1417,0.1626,0.1417,0.020900000000000002,0.03509999999999999,0.1977
BE,2013-01-01,KWH_GE15000,0.1743,0.1237,0.1431,0.1237,0.0194,0.031200000000000006,0.1743
